215	152	2	-14597490	-49166879	Centro-Oeste	GO	Uruaçu	BR-80	Concedida Federal	080BGO0190	181.30	193.00	PAV	SIMPLES	ENTR BR-153(A)/GO-342(B) - ENTR BR-153(B)/GO-237 (URUA1 )	BR-080	Federal	080BGO0190	153BGO0412			181,3	193	PAV	ENTR BR-153(A)/GO-342(B) - ENTR BR-153(B)/GO-237 (URUAÇÚ)	ENTR BR-153(A)/GO-342(B)	ENTR BR-153(B)/GO-237 (URUAÇÚ)	ENTR BR-153(A)/GO-342(B) → ENTR BR-153(B)/GO-237 (URUAÇÚ)	ENTR BR-153(B)/GO-237 (URUAÇÚ) → ENTR BR-153(A)/GO-342(B)	6	3	9
122	153	2	-18200499	-49278502	Centro-Oeste	GO	Panamá	BR-153	Federal	153BGO0750	675,50	696,70	DUP	DUPLA	ENTR GO-210(B) (P/PANAM-) - ENTR BR-154/452(A)/483	BR-153	Federal	153BGO0750				675,5	696,7	DUP	ENTR GO-210(B) (P/PANAMÁ) - ENTR BR-154/452(A)/483	ENTR GO-210(B) (P/PANAMÁ)	ENTR BR-154/452(A)/483	ENTR GO-210(B) (P/PANAMÁ) → ENTR BR-154/452(A)/483	ENTR BR-154/452(A)/483 → ENTR GO-210(B) (P/PANAMÁ)	6	3	9
280	157	2	-3351905	-45663194	Nordeste	MA	Governador Newton Bello	BR-316	Federal	316BMA0280	188,70	231,00	PAV	SIMPLES	ENTR MA-006(A) (COCALINHO) - ENTR MA-216 (BOM JARDIM)	BR-316	Federal	316BMA0280				188,7	231	PAV	ENTR MA-006(A) (COCALINHO) - ENTR MA-216 (BOM JARDIM)	ENTR MA-006(A) (COCALINHO)	ENTR MA-216 (BOM JARDIM)	ENTR MA-006(A) (COCALINHO) → ENTR MA-216 (BOM JARDIM)	ENTR MA-216 (BOM JARDIM) → ENTR MA-006(A) (COCALINHO)	6	3	9
283	163	2	-6104182	-44123888	Nordeste	MA	Colinas	BR-135	Federal	135BMA0290	432,40	475,90	PAV	SIMPLES	ENTR MA-132/270 (COLINAS) - ENTR MA-134 (PEIXE)	BR-135	Federal	135BMA0290				432,4	475,9	PAV	ENTR MA-132/270 (COLINAS) - ENTR MA-134 (PEIXE)	ENTR MA-132/270 (COLINAS)	ENTR MA-134 (PEIXE)	ENTR MA-132/270 (COLINAS) → ENTR MA-134 (PEIXE)	ENTR MA-134 (PEIXE) → ENTR MA-132/270 (COLINAS)	6	3	9
176	165	2	-19747949	-43618485	Sudeste	MG	Caeté	BR-381	Federal	381BMG0335	401,20	431,80	PAV	SIMPLES	ENTR MG-434 - ENTR MG-435 (P/CAETE)	BR-381	Federal	381BMG0335				401,2	431,8	PAV	ENTR MG-434 - ENTR MG-435 (P/CAETÉ)	ENTR MG-434	ENTR MG-435 (P/CAETÉ)	ENTR MG-434 → ENTR MG-435 (P/CAETÉ)	ENTR MG-435 (P/CAETÉ) → ENTR MG-434	6	3	9
164	166	2	-21031876	-43776986	Sudeste	MG	Carandaí	BR-40	Federal	040BMG0510	667,20	700,40	PAV	SIMPLES	ENTR MG-275 (P/CARANDAM) - ACESSO ALTO DOCE (IN9CIO PISTA DUPLA)	BR-040	Federal	040BMG0510				667,2	700,4	PAV	ENTR MG-275 (P/CARANDAÍ) - ACESSO ALTO DOCE (INÍCIO PISTA DUPLA)	ENTR MG-275 (P/CARANDAÍ)	ACESSO ALTO DOCE (INÍCIO PISTA DUPLA)	ENTR MG-275 (P/CARANDAÍ) → ACESSO ALTO DOCE (INÍCIO PISTA DUPLA)	ACESSO ALTO DOCE (INÍCIO PISTA DUPLA) → ENTR MG-275 (P/CARANDAÍ)	6	3	9
165	178	2	-21597251	-42794809	Sudeste	MG	Argirita	BR-267	Federal	267BMG0030	7,70	62,00	PAV	SIMPLES	ENTR BR-116(B) - ENTR MG-126 (BICAS)	BR-267	Federal	267BMG0030				7,7	62	PAV	ENTR BR-116(B) - ENTR MG-126 (BICAS)	ENTR BR-116(B)	ENTR MG-126 (BICAS)	ENTR BR-116(B) → ENTR MG-126 (BICAS)	ENTR MG-126 (BICAS) → ENTR BR-116(B)	6	3	9
134	184	2	-19432990	-47206260	Sudeste	MG	Perdizes	BR-452	Fed.delegada	452BMG0250	258.90	298.20	PAV	SIMPLES	ENTR BR-462(B) - ENTR BR-262	BR-452	Federal	452BMG0250				258,9	298,2	PAV	ENTR BR-462(B) - ENTR BR-262	ENTR BR-462(B)	ENTR BR-262	ENTR BR-462(B) → ENTR BR-262	ENTR BR-262 → ENTR BR-462(B)	6	3	9
135	185	2	-19621410	-47239258	Sudeste	MG	Perdizes	BR-262	Federal	262BMG0930	684.2	725.6	PAV	SIMPLES	ENTR BR-452 (P/UBERLANDIA) - ENTR BR-462 (PERDIZES)	BR-262	Federal	262BMG0930				684,2	725,6	PAV	ENTR BR-452 (P/UBERLÂNDIA) - ENTR BR-462 (PERDIZES)	ENTR BR-452 (P/UBERLÂNDIA)	ENTR BR-462 (PERDIZES)	ENTR BR-452 (P/UBERLÂNDIA) → ENTR BR-462 (PERDIZES)	ENTR BR-462 (PERDIZES) → ENTR BR-452 (P/UBERLÂNDIA)	6	3	9
153	187	2	-20966561	-45514113	Sudeste	MG	Aguanil	BR-369	Fed.delegada	369BMG0030	56,70	105,80	PAV	SIMPLES	ENTR MG-354(B) - ENTR BR-265(A)	BR-369	Federal	369BMG0030				56,7	105,8	PAV	ENTR MG-354(B) - ENTR BR-265(A)	ENTR MG-354(B)	ENTR BR-265(A)	ENTR MG-354(B) → ENTR BR-265(A)	ENTR BR-265(A) → ENTR MG-354(B)	6	3	9
